"Key","ChineseName","Description"
"Injection_StormProtection1","弱效空间风暴防护针","可以抵御风暴早期扰动的针剂，持续180秒，配合防护装备使用，则可以抵御风暴。"
"Injection_StormProtection2","测试用空间风暴防护针","测试用的强效空间针剂，可以抵抗扭曲，持续120秒。"
"Injection_Weight","负重针","增加负重，持续240秒。"
"InjectionBag","注射器收纳包","可以装6种针，用的时候需要把针拿出来。"
"Ink","墨水","钢笔墨水。"
"Jacket","皮夹克","用坚固的皮革制作，虽然是民用的衣服，但足够防护一些劣等子弹。"
"Jinitaimei","黑色针剂","原型是BeLand公司研发的“脏水”生化药剂。J-Lab经过两年半研究，对其进行改良，极大降低了对宿主造成的副作用。药物全称是Ginius-PEP-Mg，也可称作基尼肽镁。"
"Kazoo","卡祖笛","老吴的音乐梦想！"
"Ketchup","番茄酱","酸酸甜甜的番茄酱。不好吃。"
"Key_Apartment101","员工公寓101钥匙","员工公寓的钥匙，应该可以打开101的门。"
"Key_Apartment102","员工公寓102钥匙","员工公寓的钥匙，应该可以打开102的门。"
"Key_Apartment105","员工公寓105钥匙","员工公寓的钥匙，应该可以打开105的门。"
"Key_BlueHouse","安全屋隔间钥匙","能够打开仓库区中安全屋隔间的钥匙。"
"Key_Card_ SouthFactory","南厂区钥匙卡","南厂区员工的门禁卡。"
"Key_Card_Black","J-Lab门禁卡（黑）","可以进入J-Lab中的特殊区域。"
"Key_Card_Blue","J-Lab门禁卡（蓝）","可以进入J-Lab中的特殊区域。"
"Key_Card_Factory","工厂门禁卡","工厂员工的门禁卡。"
"Key_Card_Factory_Uncrack","工厂门禁卡(加密)","工厂员工的门禁卡（已被加密，无法使用）。"
"Key_Card_Green","J-Lab门禁卡（绿）","可以进入J-Lab中的特殊区域。"
"Key_Card_JLabLv1","J-Lab一级凭证","J-Lab实验人员持有的一次性凭证，只能进入最外围的区域。"
"Key_Card_JLabLv2","J-Lab二级凭证","可以进入实验室的核心区域的一次性凭证。"
"Key_Card_JLabLv3","J-Lab三级凭证","拥有实验室最高权限的一次性凭证，可以进入实验室的机密区域。"
"Key_Card_Purple","J-Lab门禁卡（紫）","可以进入J-Lab中的特殊区域。"
"Key_Card_Red","J-Lab门禁卡（红）","可以进入J-Lab中的特殊区域。"
"Key_Card_Yellow","J-Lab门禁卡（黄）","可以进入J-Lab中的特殊区域。"
"Key_Defense_System","防空系统密钥","用于激活防空系统的控制权限，防空系统就位于风暴区。"
"Key_Dormitory101","宿舍楼101钥匙","一把宿舍楼的钥匙。也许可以打开101的门。"
"Key_Dormitory103","宿舍楼103钥匙","一把宿舍楼的钥匙。也许可以打开103的门。"
"Key_Dormitory106","宿舍楼106钥匙","一把宿舍楼的钥匙。也许可以打开106的门。"
"Key_Farm_HeadMasterRoom","校长室钥匙","农场镇学校校长室的钥匙。"
"Key_Farm_JLabStaffHome","家门钥匙01","不知道是谁的家。"
"Key_Farm_NorthFactoryRoom","北厂区小屋钥匙","能打开农场镇北厂区内小屋的门。"
"Key_Farm_Nursing_Computer","疗养院机房钥匙","能打开疗养院内机房的门。"
"Key_Farm_Nursing_Restaurant","疗养院餐厅钥匙","能打开疗养院内餐厅的门。"
"Key_Farm_Nursing_Room_1","疗养院房间钥匙-1","能打开疗养院内某个房间的门。"
"Key_Farm_Nursing_Room_2","疗养院房间钥匙-2","能打开疗养院内某个房间的门。"
"Key_Farm_RestaurantSmallRoom","餐厅隔间钥匙","农场镇餐厅中小隔间的钥匙。"
"Key_Farm_SuperMarketSmallRoom","超市隔间钥匙","农场镇超市中小隔间的钥匙。"
"Key_GasStation_Warehouse","废弃加油站钥匙","某处废弃加油站的钥匙。"
"Key_GroundZero_GHouse","灰房子钥匙","零号区域的一处民房钥匙。"
"Key_GroundZero_NavigationBoss","保险箱钥匙","打开零号区某处保险箱的钥匙。"
"Key_GroundZero_Storage","杂物围栏钥匙","山丘一处不起眼的杂物堆放处。"
"Key_HiddenWarehouse_Cellar","地窖钥匙","通往某处地窖。"
"Key_HiddenWarehouse_Cellar_Fork","地窖岔路钥匙","地窖中一处岔路的钥匙。"
"Key_HiddenWarehouse_Cellar_Wire","地窖围栏钥匙","地窖中一处围栏的钥匙。"
"Key_HiddenWarehouse_RBHouse","民房钥匙","仓库区某处民房的钥匙。"
"Key_JLab_MiniGameCartriage","J-Lab放映室钥匙","J-Lab实验室内某处放映室的钥匙，平时研究员会在里面放松放松。"
"Key_Machine","机械钥匙","打开某个车门的钥匙。"
"Key_MysteryO","神秘钥匙O","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母O。"
"Key_MysteryX","神秘钥匙X","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母X。"
"Key_MysteryY","神秘Y钥匙","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Y。"
"Key_MysteryZ","神秘Z钥匙","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Z。"
"Key_RedWareHosue_Warehouse","厂区办公室钥匙","打开位于工厂区的某处办公室。"
"Key_SmallRoom_HiddenWarehouse","小隔间钥匙","打开某个房子的小隔间。"
"Key_SnowChallenge_TEU","集装箱钥匙","可以打开某个锁住的集装箱。"
"Key_ThrusterResearcherHome","工棚钥匙","用来打开建筑工地工棚的钥匙。"
"KeyRing","钥匙包","可以放八把钥匙。"
"Knife_01_Blade","小直刀","使用轻量化材料制作，非常轻便。"
"Knife_02_Short","木柄短刀","普通的木柄短刀。"
"Knife_03_Knuckle","指虎刀","带有弹簧刀刃的指虎。"
"Knife_04_Karambit","爪刀","刀刃全是蓝色，看上去就很贵。"
"Knife_06_Gurkhakukri","廓尔喀弯刀","经典的刀型很容易砍出血来。"
"Knife_07_Bayonet","战术刺刀","制式的军用刺刀。"
"KnifeBox","战术刀具箱","里面可能放着各种各样的刀具，请适度消费。"
"L_AK102_Lv_1","AK102 劣质","现代化版本的AK，能够装配更多的配件。"
"L_AK102_Lv_2","AK-103","AK-47的现代化版本，继承了其可靠性的同时，在各方面也有进一步的提升。"
"L_AK102_Lv_3","AK102","现代化版本的AK，能够装配更多的配件。"
"L_AK47_Lv_1","AK-47 劣质","一挺机枪，高续航。"
"L_AK47_Lv_2","AK-47","经典的制式步枪，威力较大，结构简单，维护方便，但后座力较大，精度一般。"
"L_AK47_Lv_3","AK-47","一挺机枪，高续航。"
"L_MF_Lv_1","MF 劣质","西方制式武器。"
"L_MF_Lv_2","MF","装备非常广泛的制式武器，精度高，后坐力小的同时能支持大部分配件的安装。"
"L_MF_Lv_3","MF","西方制式武器。"
"L_RPK_Lv_1","RPK 劣质","一挺机枪，高续航。"
"L_RPK_Lv_2","RPK","基于AK-47设计的轻型机枪，载弹量巨大，通常用于火力支援。"
"L_RPK_Lv_3","RPK","一挺机枪，高续航。"
"L_TPS_Lv_1","TPS 劣质",""
"L_VPO_Lv_1","VPO 劣质","栓动狙击步枪。"
"L_VPO_Lv_2","VPO","栓动狙击步枪。"
"L_VPO_Lv_3","VPO","栓动狙击步枪。"
"Lantern","煤油灯","没油了。"
"LEDX","LEDX皮肤透照仪","血管显像仪，用于显示血管，便于注射。"
"Leek","韭葱","长得很像大葱，但味道更柔和一些。"
"Lemon","柠檬","很酸，但是没有它不能搭配的饮料。"
"Letter","信件","一封信件。"
"Lipstick","口红","看起来很贵的口红，不知道是什么色号。"
"LuckyNote_1","小纸条","恭喜发财。"
"Lv","输液药品","一些静脉注射用的药品。"
"MAG_Desert_Normal","沙漠之鹰","虽然是手枪的尺寸用的也是手枪的配件，但使用大威力的马格南弹药。"
"Magazine_AR_ADS_1","步枪快速弹匣I","提高瞄准速度的步枪弹匣。"
"Magazine_AR_ADS_2","步枪快速弹匣II","大幅提高瞄准速度的步枪弹匣。"
"Magazine_AR_CAP_1","步枪扩容弹匣I","提高枪械载弹量的步枪弹匣。"
"Magazine_AR_CAP_2","步枪扩容弹匣II","大幅提高枪械载弹量的步枪弹匣。"
"Magazine_AR_CAP_3","步枪扩容弹匣III","极大幅提高枪械载弹量的步枪弹匣。"
"Magazine_BR_ADS_1","BR快速弹匣I","提高瞄准速度的BR弹匣。"
"Magazine_BR_ADS_2","BR快速弹匣II","大幅提高瞄准速度的BR弹匣。"
"Magazine_BR_CAP_1","BR扩容弹匣I","提高枪械载弹量的BR弹匣。"
"Magazine_BR_CAP_2","BR扩容弹鼓II","大幅提高枪械载弹量的BR弹匣。"
"Magazine_PST_ADS_1","手枪快速弹匣I","提高瞄准速度的手枪弹匣。"
"Magazine_PST_ADS_2","手枪快速弹匣II","大幅提高瞄准速度的手枪弹匣。"
"Magazine_PST_CAP_1","手枪扩容弹匣I","提高枪械载弹量的手枪弹匣。"
"Magazine_PST_CAP_2","手枪扩容弹匣II","大幅提高枪械载弹量的手枪弹匣。"
"Magazine_Rifle_Lv_1","大口径扩容弹匣 Lv1","增加弹药数量。"
"Magazine_Rifle_Lv_2","大口径扩容弹匣 Lv2","增加弹药数量。"
"Magazine_Rifle_Lv_3","大口径扩容弹匣 Lv3","增加弹药数量。"
"Magazine_Rifle_Lv_4","大口径扩容弹匣 Lv4","增加弹药数量。"
"Magazine_SHT_CAP_1","霰弹枪扩容弹匣I","提高枪械载弹量的霰弹枪弹匣。"
"Magazine_SHT_CAP_2","霰弹枪扩容弹匣II","大幅提高枪械载弹量的霰弹枪弹匣。"
"Magazine_SHT_CAP_3","霰弹枪扩容弹匣III","极大幅提高枪械载弹量的霰弹枪弹匣。"
"Magazine_SMG_ADS_1","冲锋枪快速弹匣","提高瞄准速度的冲锋枪弹匣。"
"Magazine_SMG_CAP_1","冲锋枪扩容弹匣I","提高枪械载弹量的冲锋枪弹匣。"
"Magazine_SMG_CAP_2","冲锋枪扩容弹匣II","大幅提高枪械载弹量的冲锋枪弹匣。"
"Magazine_SMG_CAP_3","冲锋枪扩容弹匣III","极大幅提高枪械载弹量的冲锋枪弹匣。"
"Magazine_SMG_Lv_1","小口径扩容弹匣 Lv1","增加弹药数量。"
"Magazine_SMG_Lv_2","小口径扩容弹匣 Lv2","增加弹药数量。"
"Magazine_SMG_Lv_3","小口径扩容弹匣 Lv3","增加弹药数量。"
"Magazine_SMG_Lv_4","小口径扩容弹匣 Lv4","增加弹药数量。"
"Magazine_Sniper_Lv_1","狙击枪弹匣 Lv1","扩容弹匣。"
"Magazine_Sniper_Lv_2","狙击枪弹匣 Lv2","扩容弹匣。"
"Magazine_Sniper_Lv_3","狙击枪弹匣 Lv3","扩容弹匣。"
"Magazine_Sniper_Lv_4","狙击枪弹匣 Lv4","扩容弹匣。"
"Magazine_SNP_ADS_1","狙击枪快速弹匣I","提高瞄准速度的狙击枪弹匣。"
"Magazine_SNP_ADS_2","狙击枪快速弹匣II","大幅提高瞄准速度的狙击枪弹匣。"
"Magazine_SNP_CAP_1","狙击枪扩容弹匣I","提高枪械载弹量的狙击枪弹匣。"
"Magazine_SNP_CAP_2","狙击枪扩容弹匣II","大幅提高枪械载弹量的狙击枪弹匣。"
"Mango","芒果","很甜，非常适合做成甜品。"
"Marker","标记器","持续发射坐标的装置，采用蛋清及太阳能双重供电模式，据说续航能达到1万年。"
"Matryoshka","套娃","用相当传统的工艺制作，有一批狂热的收藏家，所以可以卖出相当高的价格。"
"MetalSlice","金属片","略微生锈的金属片。"
"MG_StormBoss_Fire","啪啦枪","载弹量相当巨大，有极强的火力压制能力。"
"Mike","麦克风","卡拉OK麦克风，唱歌让人快乐。"
"MonochromeMonitor","黑白显示器","只能显示黑白内容的显示器。"
"MoonShine","灵魂私酒","使用秘密配方酿造的私酒，传闻加入了可乐。"
"MoYuToy","阿鸭","除了上班，对啥都感兴趣。"
"mushroom","蘑菇","红伞伞，白杆杆。"
"Muzzle_AR_DAM_1","步枪增伤枪口","大幅提高枪械伤害的步枪枪口，但会损失少量后坐力控制。"
"Muzzle_AR_DIS_1","步枪延长枪口","提高射程的步枪枪口，但会损失移动速度。"
"Muzzle_AR_REC_1","步枪制退器-均衡A","加强后坐力控制与射程的步枪枪口。"
"Muzzle_AR_REC_2","步枪制退器-均衡B","大幅加强后坐力控制的步枪枪口。"
"Muzzle_AR_REC_3","步枪垂直制退器","极大幅加强垂直后坐力控制的步枪枪口。"
"Muzzle_AR_REC_4","步枪水平制退器","极大幅加强水平后坐力控制的步枪枪口。"
"Muzzle_AR_SCA_1","步枪制退器-散布","提高瞄准时散布控制的步枪枪口。"
"Muzzle_AR_SCA_2","步枪螺旋制退器","大幅提高瞄准时散布控制的步枪枪口。"
"Muzzle_AR_SIL_1","步枪消音器","降低开枪时声响的步枪枪口，但会损失少量子弹速度与射程。"
"Muzzle_L_Slience_1","大口径消音器 Lv1","减弱声音传播距离。"
"Muzzle_L_Slience_2","大口径消音器 Lv2","减弱声音传播距离。"
"Muzzle_L_Slience_3","大口径消音器 Lv3","减弱声音传播距离。"
"Muzzle_L_Slience_4","大口径消音器 Lv4","减弱声音传播距离。"
"Muzzle_L_Type_1","大口径制退器 Lv.1","可增加精确度。"
"Muzzle_L_Type_2","大口径制退器 Lv.2","可增加精确度。"
"Muzzle_L_Type_3","大口径制退器 Lv.3","可增加精确度。"
"Muzzle_L_Type_4","大口径制退器 Lv.4","可增加精确度。"
"Muzzle_PST_DAM_1","手枪增伤枪口","大幅提高枪械伤害的手枪枪口，但会损失少量后坐力控制。"
"Muzzle_PST_DIS_1","手枪延长枪口","提高射程的手枪枪口，但会损失移动速度。"
"Muzzle_PST_REC_1","手枪制退器-均衡A","加强后坐力控制与射程的手枪枪口。"
"Muzzle_PST_REC_2","手枪制退器-均衡B","大幅加强后坐力控制的手枪枪口。"
"Muzzle_PST_SCA_1","手枪制退器-散布","提高瞄准时散布控制的手枪枪口。"
"Muzzle_PST_SIL_1","手枪消音器","降低开枪时声响的手枪枪口，但会损失少量子弹速度与射程。"
"Muzzle_S_Slience_1","小口径消音器 Lv1","减弱声音传播距离。"
"Muzzle_S_Slience_2","小口径消音器 Lv2","减弱声音传播距离。"
"Muzzle_S_Slience_3","小口径消音器 Lv3","减弱声音传播距离。"
"Muzzle_S_Slience_4","小口径消音器 Lv4","减弱声音传播距离。"
"Muzzle_S_Type_1","小口径制退器 Lv.1","可增加精确度。"
"Muzzle_S_Type_2","小口径制退器 Lv.2","可增加精确度。"
"Muzzle_S_Type_3","小口径制退器 Lv.3","可增加精确度。"
"Muzzle_S_Type_4","小口径制退器 Lv.4","可增加精确度。"
"Muzzle_Shot_Type_1","霰弹枪集束器 Lv.1","可增加精确度。"
"Muzzle_Shot_Type_2","霰弹枪集束器 Lv.2","可增加精确度。"
"Muzzle_Shot_Type_3","霰弹枪集束器 Lv.3","可增加精确度。"
"Muzzle_Shot_Type_4","霰弹枪集束器 Lv.4","可增加精确度。"
"Muzzle_SHT_DAM_1","霰弹枪增伤枪口","大幅提高枪械伤害的霰弹枪枪口，但会损失少量后坐力控制。"
"Muzzle_SHT_REC_1","霰弹枪制退器-均衡A","加强后坐力控制与射程的霰弹枪枪口。"
"Muzzle_SHT_SCA_3","霰弹枪制退器-机动","提高腰射控制的霰弹枪枪口。"
"Muzzle_SHT_SIL_1","霰弹枪重型消音器","降低开枪时声响并提高散布控制的霰弹枪枪口，但会损失移动速度。"
"Muzzle_SMG_DAM_1","冲锋枪增伤枪口","大幅提高枪械伤害的冲锋枪枪口，但会损失少量后坐力控制。"
"Muzzle_SMG_REC_1","冲锋枪制退器-均衡A","加强后坐力控制与射程的冲锋枪枪口。"
"Muzzle_SMG_REC_2","冲锋枪制退器-均衡B","大幅加强后坐力控制的冲锋枪枪口。"
"Muzzle_SMG_REC_3","冲锋枪垂直制退器","极大幅加强垂直后坐力控制的冲锋枪枪口。"
"Muzzle_SMG_REC_4","冲锋枪水平制退器","极大幅加强水平后坐力控制的冲锋枪枪口。"
"Muzzle_SMG_SCA_1","冲锋枪制退器-散布","提高瞄准时散布控制的冲锋枪枪口。"
"Muzzle_SMG_SCA_2","冲锋枪螺旋制退器","大幅提高瞄准时散布控制的冲锋枪枪口。"
"Muzzle_SMG_SIL_1","冲锋枪消音器","降低开枪时声响的冲锋枪枪口，但会损失少量子弹速度与射程。"
"Muzzle_Sniper_Type_1","狙击枪消音器 Lv.1","可增加精确度。"
"Muzzle_Sniper_Type_2","狙击枪消音器 Lv.2","可增加精确度。"
"Muzzle_Sniper_Type_3","狙击枪消音器 Lv.3","可增加精确度。"
"Muzzle_Sniper_Type_4","狙击枪消音器 Lv.4","可增加精确度。"
"Muzzle_SNP_DAM_1","狙击枪增伤枪口","大幅提高枪械伤害的狙击枪枪口，但会损失少量后坐力控制。"
"Muzzle_SNP_DIS_1","狙击枪延长枪口","提高射程的狙击枪枪口，但会损失移动速度。"
"Muzzle_SNP_REC_1","狙击枪制退器-均衡A","加强后坐力控制与射程的狙击枪枪口。"
"Muzzle_SNP_REC_3","狙击枪水平制退器","极大幅加强水平后坐力控制的狙击枪枪口。"
"Muzzle_SNP_SCA_1","狙击枪制退器-散布","提高瞄准时散布控制的狙击枪枪口。"
"Muzzle_SNP_SCA_2","狙击枪制退器-机动","提高腰射控制的狙击枪枪口。"
"Muzzle_SNP_SIL_1","狙击枪消音器","降低开枪时声响的狙击枪枪口，但会损失少量子弹速度与射程。"
"Nail","钉子","钉子。"
"NailBat","带钉棒球棍","改造了的棒球棍，看着打人就很疼。"
"Newspaper","报纸","一份报纸，有年头了。"
"NightVisionGoggles","GPNVG-18夜视仪","视野很好的夜视仪。看起来像白天一样。"
"Note","笔记","上面记着各种让人看不懂的公式。"
"Note_BlackMarket","黑市联络笔记","沾满黑乎乎的东西，记录着各路商人的信息，但是用某种方式加密了。"
"Nut","螺母","充满划痕的螺母。"
"Onion","洋葱","一想到要切开它，眼泪就会不自主地流下来。"
"Orange","橙子","酸酸的，维生素含量很高。"
"PaperBox","纸箱子","足够大的纸箱子。"
"PeaceStar","和平星","愿世界和平！"
"Pear","梨","水分充足，听说还能润肺止咳。"
"Pelt","毛皮","很暖和，常被用来制作保暖的装备。"
"Pelt_Lv2","高级毛皮","质量更好的毛皮，可以衬在轻型防弹衣内部用来提高保暖性能。"
"Pelt_Lv3","顶级毛皮","质量和保暖性能都相当顶级的毛皮。"
"Pen","钢笔","没有墨水的钢笔。"
"PigKnife","切肉刀","看起来很粗犷的刀，不是很锋利。"
"Pineapple","菠萝","酸甜可口，但吃之前最好先用盐水浸泡一下。"
"Plastics","聚乙烯片","很难降解的塑料碎片。"
"PoliceStick","警棍","守卫用的警棍。"
"Poop_ShitGun_Poison","噗噗枪","蝇蝇队员携带的枪，使用的子弹有些特殊。"
"Poop_ShotShitGun_Poison","噗噗喷","蝇蝇队长携带的枪，使用的子弹有些特殊。"
"Pot","锅","可以用来煮食物。"
"Potato","土豆","土豆的香气。"
"PowerBank","充电宝","物美价廉的充电宝，不过充不了几次。"
"PowerOfWishlist","愿望单之力","奖励给添加愿望单的勇士。你一定已经添加愿望单了对吧？对吧？"
"PressionSencer","压力传感器","踩上去就能感应到。"
"Propane","丙烷","装满丙烷的罐子。"
"ProteinPowder","蛋白粉","从鸭蛋中浓缩提取，是健身鸭们的好朋友。"
"PST_Glick_Quest","特制格力克","特制的格力克，无法带回基地。"
"PST_Glick_Space","空间格力克","小明用特殊的方法注入了空间能量的格力克，虽然其他方面没有提升，但可以使射出的子弹变为空间属性。"
"PST_PM_Normal","PM","轻巧便携的制式手枪。"
"PST_StormBoss_Poison","咕噜枪","伤害虽然不高，但非常容易让命中的目标中毒。"
"PST_TT33_Normal","TT-33","各方面性能都非常一般的制式手枪，但由于结构相当简单，所以价格相当便宜。"
"PsychicSubstance","灵能物质","蕴含特殊的能量。"
"Pumpkin","南瓜","真的就是个南瓜。"
"Quest_916_ElectricParts_Ming","一堆电子零件","一大堆电子原件。"
"Quest_AirCirculationUnit","空气循环单元","飞船维生系统的重要组成部分。"
"Quest_Blueprint_ComputeUnit_Encrypted","超级计算单元蓝图（加密）",""
"Quest_Blueprint_ComputingUnit_Encrypted","高性能计算单元蓝图（加密）","用以开发高性能计算单元的蓝图，但被算法加密了，看不太懂。"
"Quest_Blueprint_DefenceShield_BlackMarket","宇宙级防御力场蓝图（加密）","超绝防护力，星际旅行必备！"
"Quest_Blueprint_NavigationSystem","导航系统图纸","飞船导航系统的图纸。"
"Quest_Blueprint_ShipSpace","神秘飞船图纸","看不懂的图纸，好像是用来制造飞船的某个部件。"
"Quest_Blueprint_TeleporterMachine","传送装置图纸","详细描述了传送装置的制作过程，异常的简单。"
"Quest_Blueprint_Thrusters_Encrypted","飞船推进器图纸（加密）","非常复杂，不是专业人士完全看不懂。"
"Quest_BlueprintPieces_MF_1","MF蓝图碎片1","用于研发步枪：MF的蓝图碎片。"
"Quest_BlueprintPieces_MF_2","MF蓝图碎片2","用于研发步枪：MF的蓝图碎片。"
"Quest_BlueprintPieces_MF_3","MF蓝图碎片3","用于研发步枪：MF的蓝图碎片。"
"Quest_Camera_Jeff","杰夫的照相机","上面有些磨损的痕迹，好像是摔到地上导致的。"
"Quest_Cooling_ComputingUnit","大型散热器","拥有巨大的散热鳍片以及风扇，但好像只有两根热管。"
"Quest_DefenceShield","防御力场发生器","能够产生高能防御力场，用于解决星际航行中的那些太空垃圾的威胁。"
"Quest_DefenceShield_Text","防御力场操作说明","手写的防御力场操作说明，字迹有些潦草，但看着有些熟悉。"
"Quest_DeliverBox_DestoryOnBase","快递","赶紧送到收货人那！可别带回基地了！"
"Quest_DogCollar","爱狗的项圈","上面好像还残留了一些血迹。"
"Quest_Farm_SpecialDrugs","腿疼特效药","可以治疗腿疼的特效药，看成分好像就是钙片。"
"Quest_Farm_SpecialDrugs_2","手疼特效药","可以治疗手指尖疼的靶向药，但除了这个，标签上什么都没写。"
"Quest_Farm_SpecialDrugs_4","特效止疼药","止疼的特效药，吃下去不只是疼，可以说所有感觉都会失去。"
"Quest_Farm_SpecialDrugs_5","强效蛋白粉","双倍吸收力的蛋白粉，说明书上这么写的。"
"Quest_Farm_SpecialDrugsQuest_Farm_3","头疼特效药","对头疼特别有效的药，反正标签上是这么写的。"
"Quest_GroundZero_Signal","农场镇传送密钥","有了这个，我们就可以传送到农场镇了。"
"Quest_HardDrive_Dormitory","移动硬盘：宿舍楼","装有宿舍电脑数据的硬盘。"
"Quest_HardDrive_GasStation","移动硬盘：加油站录像","装有加油站监控录像的硬盘。"
"Quest_HugeMotherBoard","大型主板","可以发挥高性能计算单元的全部性能。"
"Quest_Letter_EquipmentMercent","老朋友的信","看见对面的营地没，后面有一块铁丝网坏掉了，然后他们用铁皮给补上了，但是一点也不牢靠，我用一个撬棍就能轻松打开。我之前从那进了不少货。"
"Quest_Letter_Explorer","探索者的信","先行来到Duckov的探索者的信件。"
"Quest_Letter_HiddenWarehouse_Explorer","隐居者的信","我挖了条地道，直通对面的仓库后面。但是钥匙让我整丢了。"
"Quest_Letter_InShop","神秘留言","告诉你，售货机里的东西，都超贵！售卖价格翻了好几倍！而且回收价竟然只有原价的一半！奸商，奸商！"
"Quest_Letter_LifeSupportClue","维生系统线索","线人留下的维生系统线索，字迹有些潦草，感觉只有杰夫能看得懂。"
"Quest_Letter_StudentList","毕业生名单","这所学校的毕业生名单。"
"Quest_List_GroundZeroGoods","货物清单","武器运送货物清单。"
"Quest_NBDetergent","特种洁厕灵","使用了特殊配方，洗厕所特别干净。"
"Quest_Power_ComputingUnit","5000w电源","电源侧面印了一个大大的红星。"
"Quest_ResearchDocument_Thrusters","矢量推进器研究日志","记录了矢量推进器实验进程，其中并没有写明实验结果，也没有看到推进器的图纸，但其余内容写的非常详细，让人觉得这人的记性不太好。"
"Quest_StarMap1","星图","宇宙星图，但并不完整。"
"Quest_StarMap2","星图碎片Part2","宇宙星图，但并不完整。"
"Quest_StarMap3","星图碎片Part3","宇宙星图，但并不完整。"
"Quest_Watch","怀表","好像是锌合金做的。"
"Radio","收音机","看起来像玩具，但确实也是个收音机。"
"RedBag","红包","四次元红包，里面不一定装着什么好东西，拆开看看？"
"RedEye","\?\?\?","看起来不太稳定，不知道吃下去会怎么样？"
"Ring","金戒指","上面镶嵌着黄色的宝石。有点旧，但感觉价值不菲。"
"RingToy","花花戒指","看起来像玩具，但是沉甸甸的。"
"RKT_SnowGun_Ice","雪球枪","可以发射雪球，雪球捏的很紧，打在身上还挺疼的。"
"Robot","智能机器人","没电了。"
"Rocket","玩具火箭","造型非常没有创意。"
"Rocket_RPG_Lv_1","RPG-7","爆炸性伤害，咻~~~砰！"
"Rope","绳子","攀登用的绳子。"
"S_AK74_Lv_1","AK74U 劣质","一把普通的微型冲锋枪。"
"S_AK74_Lv_2","AK-74U","基于AK-47进行了短管设计，因为威力下降，被鸭鸭们降格为了冲锋枪。"
"S_AK74_Lv_3","AK74U","一把普通的微型冲锋枪。"
"S_GLick_Low","烂格力克","残次品的格力克。"
"S_GLick_Lv_1","格力克 劣质","舔舔手枪。"
"S_GLick_Lv_2","格力克","重量轻，可靠性高，弹容量大，深受各路鸭鸭的喜欢。"
"S_GLick_Lv_3","格力克","舔舔手枪。"
"S_MMG_Lv_1","MMG 劣质","一把普通的微型冲锋枪。"
"S_MMG_Lv_2","MMG","MF的前身，各方面都非常均衡的制式武器。"
"S_MMG_Lv_3","MMG","一把普通的微型冲锋枪。"
"S_MP7_Lv_1","MP7 劣质","一把普通的微型冲锋枪。"
"S_MP7_Lv_2","MP7","射程和稳定性都相当出色的制式冲锋枪，对配件的支持也相当好。"
"S_MP7_Lv_3","MP7","一把普通的微型冲锋枪。"
"S_UAK45_Lv_1","UAK45 劣质","一把普通的微型冲锋枪。"
"S_UAK45_Lv_2","UP-45","各方面表现都相当均衡的民用冲锋枪。"
"S_UAK45_Lv_3","UAK45","一把普通的微型冲锋枪。"
"S_UZI_Lv_1","UZI 劣质","一把普通的微型冲锋枪。"
"S_UZI_Lv_2","UZI","非常紧凑轻巧的制式冲锋枪，相较于其他冲锋枪有非常高的爆头伤害。"
"S_UZI_Lv_3","UZI","一把普通的微型冲锋枪。"
"SaltedFish","战术咸鱼","一根腌的很透的咸鱼，梆硬。"
"Scissors","剪刀","手工剪刀。"
"Scope_4X_Lv_1","4倍镜 Lv1","可增加精确度。"
"Scope_4X_Lv_2","4倍镜 Lv2","可增加精确度。"
"Scope_4X_Lv_3","4倍镜 Lv3","可增加精确度。"
"Scope_4X_Lv_4","4倍镜 Lv4","可增加精确度。"
"Scope_8X_Lv_1","8倍镜 Lv1","可增加精确度。"
"Scope_8X_Lv_2","8倍镜 Lv2","可增加精确度。"
"Scope_8X_Lv_3","8倍镜 Lv3","可增加精确度。"
"Scope_8X_Lv_4","8倍镜 Lv4","可增加精确度。"
"Scope_All_2X_1","2倍镜","提高瞄准距离的瞄准镜，但会损失少量后坐力控制与瞄准速度。"
"Scope_All_Digit_1","数字瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。"
"Scope_All_Holo_1","全息瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。"
"Scope_All_Long_1","快速瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。"
"Scope_All_RedDot_1","红点瞄具","降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。"
"Scope_AR_4X_1","步枪4倍镜","大幅提高瞄准距离的步枪瞄准镜，但会损失一定后坐力控制与瞄准速度。"
"Scope_Digit_Lv_1","数字瞄具 Lv1","可增加精确度。"
"Scope_Digit_Lv_2","数字瞄具 Lv2","可增加精确度。"
"Scope_Digit_Lv_3","数字瞄具 Lv3","可增加精确度。"
"Scope_Digit_Lv_4","数字瞄具 Lv4","可增加精确度。"
"Scope_Holo_Lv_1","全息瞄具 Lv1","可增加精确度。"
"Scope_Holo_Lv_2","全息瞄具 Lv2","可增加精确度。"
"Scope_Holo_Lv_3","全息瞄具 Lv3","可增加精确度。"
