Key,ChineseContent,Category
Buff_InjectorStamina_Desc,提高耐力回复和水分消耗，降低耐力消耗,Buffs
Item_Injection_Stamina_Desc,提高耐力回复并降低耐力消耗，但会加快水分的消耗，持续120秒。,Items
Quest_905,自给自足,Quests
Quest_905_Desc,最近对一些原材料的需求有点大，总是去买也不是个办法，你给我搞点紫外线灯，我想自己种一点。,Quests
Item_UVBulb2,紫外灯,Items
Item_UVBulb2_Desc,可以发射紫外线的灯，一定程度上可以代替太阳光。,Items
Quest_202,肉搏,Quests
Quest_202_Desc,强健的身体能做到任何事情，即使用木棍，也能击败雇佣兵！不行你试试扎上一针。,Quests
Item_Injection_MeleeDamage,近战针,Items
Item_Injection_MeleeDamage_Desc,大幅提高近战伤害，但持续时间很短，效用过了还会萎靡一段时间。,Items
Buff_InjectorMeleeDamage,力量,Buffs
Buff_InjectorMeleeDamageDebuff,萎靡,Buffs
Quest_906,药物实验,Quests
Quest_906_Desc,我这搞了点新玩意，不过还需要一些实验数据，我需要你打上近战针去杀5只绿鸭子，这有助于我对新品的研制。,Quests
Quest_203,新挑战,Quests
Quest_907,肉体锻炼,Quests
Quest_907_Desc,不错，你的肉体强度已经有我10%的水平了，继续锻炼，就可以承受那个了！,Quests
Quest_203_Desc,该用肉体挑战点高难度了，揍那只黄鸭子！,Quests
MiniGame_Level,关卡,UIText
MiniGame_Score,分数,UIText
MiniGame_HighScore,高分,UIText
MiniGame_BubblePopper,碳酸危鸭,UIText
MiniGame_Clear,完成,UIText
MiniGame_GameOver,游戏结束,UIText
MiniGame_NewRecord,新纪录,UIText
MiniGame_AllClear,完胜,UIText
MiniGame_Snake,蛇 形 武 装,UIText
Quest_908,物流环节,Quests
Quest_908_Desc,多亏你清理了那些雇佣兵，我的进货顺利了很多，不过现在物流用的箱子有点不够使，你能赞助我一些吗？,Quests
UI_Interact_Bomb,安放炸药,Interact
Quest_204_Task1_Desc,在石堆安放管状炸弹,Quests
Quest_204,乐于助人,Quests
Quest_204_Desc,有个客户想要在仓库区最西边的围墙上炸一个洞，那里似乎隐藏着一个通道，通向镇子里。他想让我们给他提供炸药。你带上管状炸药，放在那里就行。沿着西边的围墙走，看到有一堆碎石的地方就对了。,Quests
Quest_205_Task1_Desc,从油罐车1中取油,Quests
UI_Interact_GetOil,装油,Interact
Quest_205_Task4_Desc,从油罐车4中取油,Quests
Quest_205_Task3_Desc,从油罐车3中取油,Quests
Quest_205_Task2_Desc,从油罐车2中取油,Quests
Quest_205,取油,Quests
Quest_205_Desc,咱们的油料储备严重不足，快去仓库区的油罐车里搞点油来。在厂区东北、西南分别有一辆，还有两辆分别在北边伐木场的附近和东边的小镇子里。,Quests
Quest_303,探索农场镇,Quests
Quest_303_Desc,农场镇是个好地方，那里有商场、餐馆、学校，所以你总能在哪里找到很多的好货。我更建议你走仓库区，厂区最内侧，西边的围墙上有个破洞，拜一个怪人所赐，那边被碎石堵死了，带两根管状炸弹就能把石堆炸开，然后你就能去农场镇了。,Quests
Item_Key_Card_Yellow,J-Lab门禁卡（黄）,Items
Item_Key_Card_Green,J-Lab门禁卡（绿）,Items
Item_Key_Card_Blue,J-Lab门禁卡（蓝）,Items
Item_Key_Card_Red,J-Lab门禁卡（红）,Items
Item_Key_Card_Yellow_Desc,可以进入J-Lab中的特殊区域。,Items
Item_Key_Card_Red_Desc,可以进入J-Lab中的特殊区域。,Items
Item_Key_Card_Green_Desc,可以进入J-Lab中的特殊区域。,Items
Item_Key_Card_Blue_Desc,可以进入J-Lab中的特殊区域。,Items
UI_RequireUseItem,消耗：,Default
Quest_804,解锁信标-4,Quests
Quest_804_Desc,记得解锁J-Lab的信标，就在一层最东侧的一个房间内。,Quests
Task_Beacon_Level_JLab_Main,解锁J-Lab信标,Default
Item_BP_PM,蓝图：PM,Items
Item_BP_PM_Desc,用于在工作台研发武器：PM。,Items
UI_Interact_Seat,坐,Interact
Dialogue_CantSeat,懒得坐,Dialogues
Task_Desc_WithWeapon,使用武器: {weaponName},TasksAndRewards
Task_Desc_RequireScene,地点: {requireSceneName},TasksAndRewards
Task_Desc_RequireHeadShot,需要爆头,TasksAndRewards
Task_Desc_WithoutHeadShot,避免爆头,TasksAndRewards
UI_Item_BuildingAvaliable,可用于建筑,UIText
UI_Item_QuestRequired,你有上交此物品的任务,UIText
UI_NeedBeacon,未激活信标,UIText
Item_Quest_BlueprintPieces_MF_1,MF蓝图碎片1,Items
Item_Quest_BlueprintPieces_MF_1_Desc,用于研发步枪：MF的蓝图碎片。,Items
Item_Quest_BlueprintPieces_MF_2,MF蓝图碎片2,Items
Item_Quest_BlueprintPieces_MF_3,MF蓝图碎片3,Items
Item_Quest_BlueprintPieces_MF_2_Desc,用于研发步枪：MF的蓝图碎片。,Items
Item_Quest_BlueprintPieces_MF_3_Desc,用于研发步枪：MF的蓝图碎片。,Items
Cname_Raider,游荡者,Characters
Character_Myst,神秘商人,Default
MapLocation_Farm_Dormitory,办公楼公寓,Default
UI_LootBox_Tec,战术物资箱,Default
MapLocation_Farm_Supermarket,大超市,Default
MapLocation_Farm_Pharmacy,药店,Default
MapLocation_Farm_Clinic,诊所,Default
MapLocation_Farm_Sanatorium,疗养院,Default
MapLocation_Farm_Fishing,捕鱼码头,Default
MapLocation_Farm_Construction,烂尾工地,Default
Item_BP_VSS,蓝图：VSS,Items
Item_BP_ASVAL,蓝图：AS Val,Items
Item_BP_DTMDR556,蓝图：DT MDR-556,Items
Item_BP_DTMDR762,蓝图：DT MDR-762,Items
Item_BP_MP7_Electric,蓝图：带电MP7,Items
Item_BP_PP19Bizon,蓝图：Bizon-2,Items
Item_BP_PPSH,蓝图：PPSh,Items
Item_BP_SR3M,蓝图：SR-3M,Items
Item_BP_Vector9,蓝图：Vector,Items
Item_BP_M700,蓝图：M700,Items
Item_BP_Mosin,蓝图：Mosin-Nagant,Items
Item_BP_SV98,蓝图：SV98,Items
Item_BP_TT33,蓝图：TT-33,Items
Item_BP_Desert,蓝图：沙漠之鹰,Items
Item_BP_M1A,蓝图：M1A,Items
Item_BP_M14,蓝图：M14,Items
Item_BP_MCXSpear,蓝图：MCX Spear,Items
Item_BP_VSS_Desc,用于在工作台研发武器：VSS。,Items
Item_BP_ASVAL_Desc,用于在工作台研发武器：AS Val。,Items
Item_BP_DTMDR556_Desc,用于在工作台研发武器：DT MDR-556。,Items
Item_BP_DTMDR762_Desc,用于在工作台研发武器：DT MDR-762。,Items
Item_BP_MP7_Electric_Desc,用于在工作台研发武器：带电MP7。,Items
Item_BP_PP19Bizon_Desc,用于在工作台研发武器：Bizon-2。,Items
Item_BP_PPSH_Desc,用于在工作台研发武器：PPSh。,Items
Item_BP_SR3M_Desc,用于在工作台研发武器：SR-3M。,Items
Item_BP_Vector9_Desc,用于在工作台研发武器：Vector。,Items
Item_BP_M700_Desc,用于在工作台研发武器：M700。,Items
Item_BP_Mosin_Desc,用于在工作台研发武器：Mosin-Nagant。,Items
Item_BP_SV98_Desc,用于在工作台研发武器：SV98。,Items
Item_BP_TT33_Desc,用于在工作台研发武器：TT-33。,Items
Item_BP_Desert_Desc,用于在工作台研发武器：沙漠之鹰。,Items
Item_BP_M1A_Desc,用于在工作台研发武器：M1A。,Items
Item_BP_M14_Desc,用于在工作台研发武器：M14。,Items
Item_BP_MCXSpear_Desc,用于在工作台研发武器：MCX Spear。,Items
Quest_206,武器蓝图,Quests
Quest_206_Desc,"我从朋友那里搞到了非常好用的武器蓝图，他们分散在仓库区中心农场，伐木厂,还有西厂区的北侧，应该都被放在了翻斗卡车里，你去找找看吧，找回来之后我会让小明修复它。",Quests
Item_Key_Card_ SouthFactory,南厂区钥匙卡,Items
Item_Key_Card_ SouthFactory_Desc,南厂区员工的门禁卡。,Items
Item_Key_MysteryX,神秘钥匙X,Items
Item_Key_MysteryX_Desc,一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母X。,Items
Item_Key_MysteryZ,神秘Z钥匙,Items
Item_Key_MysteryY,神秘Y钥匙,Items
Item_Key_MysteryY_Desc,一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Y。,Items
Item_Key_MysteryZ_Desc,一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Z。,Items
Item_Key_MysteryO,神秘钥匙O,Items
Item_Key_MysteryO_Desc,一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母O。,Items
Tag_ColorCard,颜色卡,Tags
Stat_PetCapcity,宠物背包容量,Properties
Item_BP_NightVisionGoggles,蓝图：夜视仪,Items
Item_BP_NightVisionGoggles_Desc,用于制造夜视仪的蓝图。,Items
Item_Key_Farm_SuperMarketSmallRoom,超市隔间钥匙,Items
Item_Key_Farm_SuperMarketSmallRoom_Desc,农场镇超市中小隔间的钥匙。,Items
Item_Key_Farm_RestaurantSmallRoom,餐厅隔间钥匙,Items
Item_Key_Farm_RestaurantSmallRoom_Desc,农场镇餐厅中小隔间的钥匙。,Items
Perk_Main_27,生存本能2,Perks
Perk_Main_28,训犬师1,Perks
Perk_Main_29,枪械精通2,Perks
Item_UniversalGlueA,万能胶A,Items
Item_UniversalGlueA_Desc,能够粘合一切的胶水，但需要与万能胶B配合使用才能发挥效用。,Items
Item_UniversalGlueB,万能胶B,Items
Item_UniversalGlueB_Desc,能够粘合一切的胶水，但需要与万能胶A配合使用才能发挥效用。,Items
Location_HiddenWarehouse_GasStation,加油站,Default
Location_HiddenWarehouse_Logging,伐木场,Default
Quest1301Desc,标记黑色SUV,Quests
Cname_LabTestObjective,测试对象,Characters
Item_Quest_DeliverBox_DestoryOnBase,快递,Items
Item_Quest_DeliverBox_DestoryOnBase_Desc,赶紧送到收货人那！可别带回基地了！,Items
UI_Interact_DeliverBox,送快递,Interact
Quest_302_DeliverBox,将快递送达,Quests
Item_KeyRing,钥匙包,Items
Item_KeyRing_Desc,可以放八把钥匙。,Items
Quest62Task_Desc,去看看基地墙上的蓝色图案！,Quests
FrameRateUnlimit,不限制,Default
Options_FrameRateSetting,帧率限制,Options
Item_AR_ADAR_Normal_Desc,制式武器的民用版本，虽然威力较低，但有着优秀的稳定性和更好的配件支持。,Items
Item_AR_AUGA1_Normal_Desc,无托结构设计，短小紧凑后坐力较小，且自带光学瞄准镜。,Items
Item_AR_AUGA3_Normal_Desc,StG 77的改进型，去掉了光学瞄准镜并提高了配件的支持。,Items
Item_AR_VPO136_Normal_Desc,基于AK-47设计的半自动民用步枪，可靠性很高。,Items
Item_AR_ASVAL_Normal_Desc,自带消音器的特种步枪，射速快，精度高但载弹量有限。,Items
Item_AR_DTMDR556_Normal_Desc,还在测试阶段的制式步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黄色的外壳绑定在了一起。,Items
Item_BR_SKS_Normal_Desc,结构简单，精度良好的制式步枪。在鸭科夫，威力较大的步枪被称为战斗步枪，即使口径相同也要使用不同的弹药，没人知道理由。,Items
Item_BR_DTMDR762_Normal_Desc,还在测试阶段的制式战斗步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黑色的外壳绑定在了一起。,Items
Item_BR_VSS_Normal_Desc,自带消声器和光学瞄准镜，适合用来偷袭老同志，缺点是射程相对有限。,Items
Item_SHT_TOZ66_Normal_Desc,手动装填的双管霰弹枪，一般用来自卫。,Items
Item_SHT_TOZ106_Normal_Desc,单管霰弹枪，可以弹匣换弹。,Items
Item_SMG_MP5_Normal_Desc,高精度，低后座力的制式冲锋枪，相当适合腰射。,Items
Item_BP_RPG_Desc,用于在工作台研发武器：RPG。,Items
Item_BP_ADAR_Desc,用于在工作台研发武器：ADAR 2-15。,Items
Item_BP_AUGA1_Desc,用于在工作台研发武器：StG-77。,Items
Item_BP_AUGA3_Desc,用于在工作台研发武器：StG-77A3。,Items
Item_BP_MP5_Desc,用于在工作台研发武器：MP5。,Items
Item_BP_SKS_Desc,用于在工作台研发武器：SKS。,Items
Item_BP_TOZ66_Desc,用于在工作台研发武器：TOZ-66。,Items
Item_BP_TOZ106_Desc,用于在工作台研发武器：TOZ-106。,Items
Item_BP_VPO136_Desc,用于在工作台研发武器：VPO-136。,Items
Item_BP_Bullet_BR_Normal_Desc,用于制造：L-普通弹。,Items
Item_BP_Bullet_SNP_Normal_Desc,用于制造：普通狙击弹。,Items
Item_BP_Bullet_SHT_Normal_Desc,用于制造：普通霰弹。,Items
Item_BP_Bullet_MAG_Normal_Desc,用于制造：普通反器材弹。,Items
Item_SmokeGrenade,烟雾弹,Items
Item_SmokeGrenade_Desc,制造一团遮挡视野的烟雾。,Items
Item_Magazine_BR_ADS_1,BR快速弹匣I,Items
Item_Magazine_BR_ADS_2,BR快速弹匣II,Items
Item_Magazine_BR_CAP_1,BR扩容弹匣I,Items
Item_Magazine_BR_CAP_2,BR扩容弹鼓II,Items
Item_Magazine_BR_ADS_1_Desc,提高瞄准速度的BR弹匣。,Items
Item_Magazine_BR_ADS_2_Desc,大幅提高瞄准速度的BR弹匣。,Items
Item_Magazine_BR_CAP_1_Desc,提高枪械载弹量的BR弹匣。,Items
Item_Magazine_BR_CAP_2_Desc,大幅提高枪械载弹量的BR弹匣。,Items
customer_service_email,客服邮箱,UIText
Questionnaire,调查问卷,UIText
Options_GSyncSetting,垂直同步,Options
gSync_On,开启,Default
gSync_Off,关闭,Default
Item_Xing,麻布头套,Items
Item_Xing_Desc,说是头套，其实是个麻袋，有人在上面写了个大大的“兴”字。,Items
Stat_HearingAbility,听力,Properties
Stat_GunScatterMultiplier,枪械散布,Properties
TODAlert_NearNight,黑夜将在22：00降临，外面会更加危险。在床上睡觉可以度过时间。,Default
TODAlert_InNight,现在是黑夜，外面很危险。不如睡一觉，天亮再出发？,Default
Item_Formula_Drum1,配方：红色大桶,Items
Item_Formula_Drum1_Desc,在工作台制作红色大桶的配方。,Items
Item_Formula_Drum2,配方：蓝色大桶,Items
Item_Formula_Drum2_Desc,在工作台制作蓝色大桶的配方。,Items
Item_Formula_Drum3,配方：黄色大桶,Items
Item_Formula_Drum3_Desc,在工作台制作黄色大桶的配方。,Items
Item_Formula_Drum4,配方：金属油桶,Items
Item_Formula_Drum4_Desc,在工作台制作金属大桶的配方。,Items
Item_Formula_UVBulb2,配方：紫外灯,Items
Item_Formula_UVBulb2_Desc,在工作台制作紫外灯的配方。,Items
Weather_Storm_I,风暴-阶段I,Default
Weather_Storm_II,风暴-阶段II,Default
StormETA,下一次风暴来临时间,UIText
Buff_Space2,扭曲,Buffs
Buff_Space2_Desc,周围空间在坍缩,Buffs
Item_Blindfold,遮眼布,Items
Item_Blindfold_Desc,以眼盲，换明心。,Items
Stat_ViewAngle,视野角度,Properties
Stat_SenseRange,感知距离,Properties
Stat_ViewDistance,视野距离,Properties
MiniGame_GoldMiner,黄金矿鸭,UIText
MiniGame_GoldMiner_LevelSettling,结算中...,UIText
MiniGame_GoldMiner_Shop,商店,UIText
MiniGame_GoldMiner_Continue,继续,UIText
MiniGame_GoldMiner_GameOver,游戏结束,UIText
MiniGame_GoldMiner_Score,分数,UIText
MiniGame_GoldMiner_Restart,重新开始,UIText
Item_BoatTicket,船票,Items
Item_BoatTicket_Desc,往返于零号区下水道与农场镇码头的船票。,Items
UI_Interact_BoatToFarm,去农场镇,Interact
UI_Interact_BoatToBase,回到基地,Interact
Stat_StormProtection,风暴防护,Properties
StormPhaseIIETA,风暴第一阶段剩余时间,Default
StormOverETA,距离风暴结束还有,Default
MiniGame_GoldMiner_Bomb,炸弹,Default
Stat_AdsWalkSpeedMultiplier,瞄准移动系数,Properties
MiniGame_GoldMiner_PowerUp,力量提升,Default
Item_Injection_StormProtection1,弱效空间风暴防护针,Items
Item_Injection_StormProtection2,测试用空间风暴防护针,Items
Buff_StormProtection1,弱效空间抵抗,Buffs
Buff_StormProtection1_Desc,免疫扰动,Buffs
Buff_StormProtection2,强效空间抵抗,Buffs
Buff_StormProtection2_Desc,免疫扭曲,Buffs
Buff_SpaceResistLow,空间减伤（小）,Buffs
Buff_SpaceResistLow_Desc,小幅减少受到的空间伤害,Buffs
Buff_SpaceResistHigh,空间减伤（大）,Buffs
Buff_SpaceResistHigh_Desc,较大幅降低受到的空间伤害,Buffs
Item_Injection_StormProtection1_Desc,可以抵御风暴早期扰动的针剂，持续180秒，配合防护装备使用，则可以抵御风暴。,Items
Item_Injection_StormProtection2_Desc,测试用的强效空间针剂，可以抵抗扭曲，持续120秒。,Items
Cname_StormCreature,风暴生物,Characters
Item_ArmorLV4StormProtection,空间防护服,Items
Item_ArmorLV4StormProtection_Desc,经过J-Lab特殊改造的衣服，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。,Items
Item_HelmatLV3StormProtection,空间防护头盔,Items
Item_HelmatLV3StormProtection_Desc,经过J-Lab特殊改造的头盔，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。,Items
Item_SpaceCrystal,空间晶体,Items
Item_SpaceCrystal_Desc,只有在空间风暴中才会出现的晶体，J-Lab曾对其做过长期研究，有传言他们的飞船技术就来源于此。,Items
Item_WeaponPartsLv2_Desc,更高级的枪械零件，能制造更多枪械。,Items
Item_WeaponPartsLv3_Desc,顶级枪械零件，很多高端武器必不可少的材料。,Items
Item_WeaponPartsPolluted,被污染的武器零件,Items
Item_WeaponPartsPolluted_Desc,被空间风暴侵蚀的武器零件，但对于某些特殊的枪械来说是必不可少的材料。,Items
BP_AR_AK47_Fire,蓝图：带火AK47,Items
BP_AR_AK47_Fire_Desc,用于在高级工作台研发武器：带火AK-47。,Items
StormOneDayETA,距离风暴还剩不到一天,Default
Item_AR_AK47_Fire,带火AK-47,Items
Item_AR_AK47_Fire_Desc,被空间风暴侵蚀的AK，觉醒了特殊的属性。,Items
Item_GunPowder,火药,Items
Item_GunPowder_Desc,易燃危险！,Items
Item_Formula_Dynamite,配方：管状炸弹,Items
Item_Formula_Dynamite_Desc,在工作台制作管状炸弹的配方。,Items
Item_Formula_DynamiteMultiple,配方：集束管状炸弹,Items
Item_Formula_DynamiteMultiple_Desc,在工作台制作集束管状炸弹的配方。,Items
UI_ClickToCopyPath,点击路径以复制到剪贴板,UIText
Options_MouseSensitivity,瞄准灵敏度,Options
Input_ItemShortcut_Melee,切换近战,UIText
Buff_InjectorMeleeDamage_Desc,提高近战伤害80%,Buffs
Buff_InjectorMeleeDamageDebuff_Desc,降低近战伤害30%,Buffs
Buff_HotBlood_Desc,提高耐力，但水分消耗变多,Buffs
JLab_Intro_0,小心！,Dialogues
JLab_Intro_1,实验室是个很危险的地方！,Dialogues
JLab_Intro_2,更重要的，在这里丢失的东西是找不回来的！,Dialogues
JLab_Intro_3,所以，一定要谨慎行事！,Dialogues
Item_DemoChallengeTicket,挑战船票,Items
Item_DemoChallengeTicket_Desc,九死一生，一旦倒在那，掉落的东西会被立马收走，一件不剩。,Items
Level_DemoChallenge,DEMO终极挑战,Default
Level_DemoChallenge_Main_Desc,如果想挑战更难的，可以来这里试试。,Default
Item_ARR_BurstBow_Normal,连珠弓,Items
Item_ARR_BurstBow_Normal_Desc,可以一次性射出三支箭的弓，咻咻咻！,Items
Cname_XING,大兴兴,Characters
Item_Bullet_ARR_Piercing2,低级穿甲箭,Items
Item_Bullet_ARR_Piercing2_Desc,能够穿透低级护甲的防护的箭矢。,Items
Item_Bullet_ARR_Piercing4,中级穿甲箭,Items
Item_Bullet_ARR_Piercing4_Desc,能够穿透中级护甲的防护的箭矢。,Items
Cname_XINGS,小小兴,Characters
UI_Interact_ToDemoChallenge,大兴兴挑战！,Interact
Dir_N,北,UIText
MoveDirectionMode_Camera,基于摄像机方向,Default
MoveDirectionMode_Aim,基于瞄准方向,Default
Options_MoveDirModeSettings,移动方向模式,Options
SaveSlot_Old_Instruction,旧版存档可能会让游玩过程产生更多的BUG、错误，建议开启新存档进行游玩。,UIText
SaveSlot_Old_Indicator,旧版存档,UIText
Item_Bullet_ARR_Normal_Desc,用树枝制作的箭矢。,Items
Item_Bullet_ARR_Explosion_Desc,这玩意没有安全爆炸距离。,Items
Stat_ExplosionDamageMultiplier,爆炸伤害系数,Items
Stat_GunDistanceMultiplier,枪械射程系数,Default
UI_FullReleaseContent,将在正式版推出,UIText
UI_Wishlist,愿望单,UIText
Tips_8,风暴十分危险，建议睡一整天。,Default
UI_StormDesc,风暴有两个阶段，合计24小时。如无防护，请勿在风暴期间外出。,UIText
Stat_WaterEnergyRecoverMultiplier,基地中水分和能量恢复速率,Default
PerkTree_FoodTable,生存技能,Perks
Perk_FoodTable_1,营养管理-1,Perks
Perk_FoodTable_2,营养管理-2,Perks
Perk_FoodTable_3,营养管理-3,Perks
Perk_FoodTable_4,营养管理-4,Perks
Perk_FoodTable_5,营养管理-5,Perks
Perk_FoodTable_6,营养管理-6,Perks
UI_Interact_FoodTablePerk,营养管理,Interact
Quest_909,爱心满满,Quests
Quest_909_Desc,门口的爱心箱是是一位热心人给我们提供的。他说只要我们再交1888块，他就让我们的爱心箱变得更厉害，我看咱就把这钱交了吧？,Quests
Perk_Main_30,稳定射击3,Perks
Perk_Main_31,全面防护1,Perks
Buff_InjectorRecoilControl,强翅,Buffs
Buff_InjectorRecoilControl_Desc,提高后坐力与散布控制,Buffs
Item_Injection_RecoilControl,强翅针,Items
Item_Injection_RecoilControl_Desc,短时间内强化翅膀力量，提高后坐力与散布控制能力，持续60秒。,Items
QuestTask_SubmitMoney,提交金钱 {money},Default
QuestTask_SubmitMoney_Interact,上交,Default
Item_EGun_AR_Storm_NoGraphic,???,Items
Item_EGun_Magic,???,Items
Item_EGun_SHOT_Storm_NoGraphic,???,Items
Item_EGun_SMG_Storm_NoGraphic,???,Items
Stat_FlashLight,手电,Properties
Quest_910,牛马效率,Quests
Quest_910_Desc,你跟着为师这么久了，怎么还是细胳膊细腿的？这样吧，我给你整点猛货，不过原料自备。,Quests
DemoFarmBlock_0,你是如何过来的？,Dialogues
DemoFarmBlock_1,此地正在施工，尚未开放。,Dialogues
DemoFarmBlock_2,不如加个愿望单，等到正式版再来吧！！,Dialogues
Options_SoftShadowSettings,软阴影,Options
SoftShadowOptions_Off,关闭,Default
SoftShadowOptions_On,打开,Default
Quest_911,抵抗风暴,Quests
Quest_911_Desc,听说最近的健美比赛新增了承受风暴侵蚀的项目，我之前出去试了试，有点难顶。我需要一些研究材料，击杀一只晚上出现的机械蜘蛛，把它身上的计算核心带回来，再给我带一些冷核碎片。放心，研究的成果我会跟你分享的。,Quests
Quest_806,空间晶体,Quests
Quest_806_Desc,你取得的样品对我的研究有相当大的帮助，但进一步的实验需要更高浓度的风暴能量。风暴中会出现一种特别的生物，它们掉落的空间晶体就非常符合我的实验需求，普通的物理子弹很难对它们造成伤害，尽可能用属性武器。,Quests
Item_Formula_WeaponPartsPolluted,配方：被污染的武器零件,Items
Item_Formula_WeaponPartsPolluted_Desc,在工作台制作被污染的武器零件的配方。,Items
Perk_Main_32,鹰眼,Perks
Dialogue_Roadsign_HeadShot,头部是弱点。,Dialogues
Item_Formula_ContinerL,配方：大扩容箱,Items
Item_Formula_ContinerL_Desc,在工作台制作大扩容箱的配方。,Items
BGMInfoFormat,正在播放 #{index} {name} (by {author}),Default
Quest_104,进阶狙击手-1,Quests
Quest_104_Desc,你已经证明了你的实力，我已经让老吴给你进一些M700，接下来，就是进阶狙击手的测试了，去吧，我等你的好消息。,Quests
Quest_807,金牌狙击手,Quests
Quest_807_Desc,你果然没让我失望，这是最后的测试，通过这个测试——爆头击杀炸弹狂人、三枪哥和BA队长各两次，你就有拿起那东西的资格了。,Quests
UI_MusicSelect_Next,下一首音乐,Interact
UI_MusicSelect_Last,上一首音乐,Interact
Saves_RestoreBackup,恢复备份,UIText
Saves_RestoreBackup_Entry,恢复,UIText
Saves_RestoreBackup_Placeholder,备份不存在,UIText
Saves_RestoreBackup_Warning,此操作将覆盖现有的存档数据，请谨慎操作,UIText
Cname_DengWolf,劳登的狗,Characters
Stat_BuffChance,负面效果概率,Properties
Saves_RestoreBackup_Complete,已恢复备份数据,UIText
Item_Bullet_PWS_S_Desc,为能量武器提供少量能量。,Items
Quest_912,灭蚊,Quests
Quest_912_Desc,这两天我被房间里的蚊子烦的睡不着觉，大炮我已经准备好了，还差一些火药，你去工作台分解一些普通子弹就可以。,Quests
UI_QuestItemRequiement,要准备的物品,UIText
UI_Location_Any,任意地点,Default
UI_Decompose_output,产出,UIText
Tag_Injector,注射器,Tags
Options_On,打开,Default
Options_Off,关闭,Default
Options_ShadowSetting,阴影,Options
Options_EdgeLightSetting,边缘光,Options
Options_SunFogSetting,雾效,Options
SaveSlot_RestoreFailure,检测到上次存档时发生意外，已恢复到最后的可用存档版本。游戏进度可能丢失。,UIText
Quest_207_Desc,我感觉你有成为一名狙击手的潜质，去完成入门考验吧。狙击手首先得精通爆头，爆头击杀3只仓库区的黑鸭子。完成考验我就允许你进行狙击手的资格认证。,Quests
Quest_207,狙击手入门,Quests
Poptext_OutOfAmmo,子弹打光了！,Default
UI_Menu_RecoverPlayerPos,脱离卡死,UIText
UI_SetPlayerPosDesc,滥用此功能会损害游戏体验。,UIText
Tag_GunType_Rocket,火箭筒,Tags
Perk_Main_33,生存本能1,Perks
UI_StoreAll,全部存入,UIText
Stat_BleedChance,流血概率,Default
Buff_Heal,回复,Buffs
Buff_BleedS_Desc,持续流失血量,Buffs
Buff_Heal_Desc,持续回复血量,Buffs
Item_Injection_Healing,恢复针,Items
Item_Injection_Healing_Desc,每秒恢复血量，持续30秒。,Items
Item_BP_MP155M,蓝图：MP-155 ULTIMA,Items
Item_BP_MP155M_Desc,用于在工作台研发武器：MP-155 ULTIMA。,Items
Item_SHT_MP155M_Normal,MP-155 ULTIMA,Items
Item_SHT_MP155M_Normal_Desc,现代化版本的MP-155，几乎在所有方面都有提升。,Items
UI_AddBuffChance,几率,Default
UI_ToggleSortLock,排序锁定/解锁,UIText
Item_mushroom,蘑菇,Items
Item_mushroom_Desc,红伞伞，白杆杆。,Items
Cname_Mushroom,行走菇,Characters
UI_ReselectDifficultyAndEndowment,重新选择难度,UIText
Quest_913,行走的美食,Quests
Quest_913_Desc,挑个下雨天，给我整点健身食品回来。,Quests
Loading_Dizzy,迷迷糊糊......,UIText
Options_Input_ScrollWheelBehaviour,鼠标滚轮行为,Options
ScrollWheelBehaviour_AmmoAndInteract,切换子弹/交互,Default
ScrollWheelBehaviour_Weapon,切换武器,Default
Input_ItemShortcut1,主武器,Default
Input_ItemShortcut2,副武器,Default
Input_ItemShortcut3,快捷栏 3,Default
Input_ItemShortcut4,快捷栏 4,Default
Input_ItemShortcut5,快捷栏 5,Default
Input_ItemShortcut6,快捷栏 6,Default
Input_ItemShortcut7,快捷栏 7,Default
Input_ItemShortcut8,快捷栏 8,Default
UI_Menu_Options_KeyBinding_SwitchWeapon,切换武器,UIText
UI_Menu_Options_KeyBinding_SwitchInteract,切换交互/子弹类型选项,UIText
Input_Select_Last,上一个,UIText
Input_Select_Next,下一个,UIText
Input_UI_WishlistHoveringItem,标记悬停的物品,UIText
ItemFilter_Other,其他,Default
UI_RepairView_PleaseSelect,选择想要维修的物品,UIText
UI_Options_NeedsReboot,需要重启游戏以生效。,UIText
Options_UIShadow,UI阴影效果,Options
UI_Options_DisableIfCrash,如果遇到崩溃问题，请尝试关闭此选项。,UIText
Task_Desc_WithBuff,在 {buffName} 状态下,TasksAndRewards
UI_Quest_RewardClaim,领取,Default
UI_Quest_RewardClaimed,已领取,Default
Item_PaperBox,纸箱子,Items
Item_PaperBox_Desc,足够大的纸箱子。,Items
Item_InjectionBag,注射器收纳包,Items
Item_InjectionBag_Desc,可以装6种针，用的时候需要把针拿出来。,Items
Buff_PaperBox,伪装,Buffs
Buff_PaperBox_Desc,站着不动，就没人能发现你,Buffs
Item_ProteinPowder,蛋白粉,Items
